Task code,Task ID,Question ID,Check ID,Deliverable,Output file,Review criterion,Approved reference,Assessment basis,Reference status,Applicability,Status,Answer (Yes/No)
SB3-040-VEC,VECTOR-10,K5_Q1,VECTOR-10/garment-crest-r006/K5_Q1/message,Apparel crest production artwork - Bone Ridge - Tee - Left sleeve,garment-crest-r006.svg,An unbriefed viewer identifies the commissioned message.,"{""commission"":""Apparel crest production artwork - Bone Ridge - Tee - Left sleeve"",""required_content"":[""The crest matches the authoritative painted reference."",""The brush character survives the reduction.""],""brief"":""BRIEF.md""}",human_judgement,requires_reviewer_message_anchor,,not_assessed,
SB3-040-VEC,VECTOR-10,K5_Q2,VECTOR-10/garment-crest-r006/K5_Q2/hierarchy,Apparel crest production artwork - Bone Ridge - Tee - Left sleeve,garment-crest-r006.svg,The viewer notices the intended focal element first.,"{""commission"":""Apparel crest production artwork - Bone Ridge - Tee - Left sleeve"",""required_content"":[""The crest matches the authoritative painted reference."",""The brush character survives the reduction.""],""brief"":""BRIEF.md""}",human_judgement,requires_reviewer_focal_anchor,,not_assessed,
SB3-040-VEC,VECTOR-10,K5_Q5,VECTOR-10/garment-crest-r006/K5_Q5/audience,Apparel crest production artwork - Bone Ridge - Tee - Left sleeve,garment-crest-r006.svg,The intended audience understands the message without extra explanation.,"""Craft-minded dispensary customers aged 25 to 45 who buy at the counter on the strength of the wall panels they already photograph. People who pay for the painted origin, not for a logo.""",human_judgement,,,not_assessed,
SB3-040-VEC,VECTOR-10,K5_Q6,VECTOR-10/garment-crest-r006/K5_Q6/implication,Apparel crest production artwork - Bone Ridge - Tee - Left sleeve,garment-crest-r006.svg,The design does not imply an unsupported factual claim.,"{""approved_copy"":{""design_name"":""Bone Ridge"",""garment"":""Tee"",""garment_colour"":""Black"",""placement"":""Left sleeve"",""print_width_in"":""3.5"",""ink_count_guess"":""2""},""brief"":""BRIEF.md"",""brand"":""Evergreen Provisions""}",human_judgement,,,not_assessed,
SB3-040-VEC,VECTOR-10,K1_Q5,VECTOR-10/garment-crest-r007/K1_Q5/blocking_defect,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,No defect blocks the commissioned use of this file.,"""Output contract for garment-crest-r007. A No needs the exact failed requirement and why it prevents use.""",human_judgement,,,not_assessed,
SB3-040-VEC,VECTOR-10,K2_Q1,VECTOR-10/garment-crest-r007/K2_Q1/source_selection,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,Placed client artwork comes from the supplied source pack.,"""ASSET_MANIFEST.json for VECTOR-10; approved placement choices in the editable source""",human_judgement,,Applies to client artwork that the brief requires reusing. Authorised new drawings or stock imagery are not falsely treated as supplied artwork.,not_assessed,
SB3-040-VEC,VECTOR-10,K2_Q2,VECTOR-10/garment-crest-r007/K2_Q2/source_permission,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,Source changes stay within the permissions in the client brief.,"{""source_files"":""ASSET_MANIFEST.json for VECTOR-10; approved placement choices in the editable source"",""permissions"":[""Do not invent names, prices, claims, product features, locations, credentials, records, or documentary events that are absent from the approved inputs."",""Do not silently replace a weak supplied asset. Use it honestly, reject it with a reason, or take only the brief's declared Stock or concept exception."",""Record every omission, substitution, reconciliation, and material quality compromise in the delivery manifest."",""Recover only features supported by the references; do not describe an automatic trace as engraving, cutting, embroidery, or press ready without inspectable path evidence.""],""brief"":""BRIEF.md""}",human_judgement,,,not_assessed,
SB3-040-VEC,VECTOR-10,K2_Q4,VECTOR-10/garment-crest-r007/K2_Q4/identity,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,The depicted subject retains its identifying features from the source.,"""ASSET_MANIFEST.json for VECTOR-10; approved placement choices in the editable source""",human_judgement,,"Applies to an identifiable product, person, logo or distinctive object. Otherwise record not applicable with a reason; do not mark Yes.",not_assessed,
SB3-040-VEC,VECTOR-10,K2_Q5,VECTOR-10/garment-crest-r007/K2_Q5/role,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,The selected source artwork serves the commissioned purpose.,"{""source_files"":""ASSET_MANIFEST.json for VECTOR-10; approved placement choices in the editable source"",""commission"":[""The crest matches the authoritative painted reference."",""The brush character survives the reduction.""],""brief"":""BRIEF.md""}",human_judgement,,,not_assessed,
SB3-040-VEC,VECTOR-10,K3_Q1,VECTOR-10/garment-crest-r007/K3_Q1/K3_VECTOR_01,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,"Smooth Bézier curves, no wobble.","{""criterion"":""Path & curve quality"",""minor"":""a few rough curves"",""major"":""kinked or broken paths"",""output_kind"":""vector""}",subjective_expert_review,,Review Path & curve quality only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-040-VEC,VECTOR-10,K3_Q1,VECTOR-10/garment-crest-r007/K3_Q1/K3_VECTOR_02,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,"Minimal, well-placed points.","{""criterion"":""Anchor-point efficiency"",""minor"":""some redundant points"",""major"":""messy, over-pointed"",""output_kind"":""vector""}",subjective_expert_review,,Review Anchor-point efficiency only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-040-VEC,VECTOR-10,K3_Q1,VECTOR-10/garment-crest-r007/K3_Q1/K3_VECTOR_03,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,Accurate and balanced.,"{""criterion"":""Shape precision & symmetry"",""minor"":""slightly off"",""major"":""distorted or asymmetric"",""output_kind"":""vector""}",subjective_expert_review,,Review Shape precision & symmetry only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-040-VEC,VECTOR-10,K3_Q1,VECTOR-10/garment-crest-r007/K3_Q1/K3_VECTOR_04,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,Uniform weights and fills.,"{""criterion"":""Stroke & fill consistency"",""minor"":""minor variance"",""major"":""inconsistent strokes / fills"",""output_kind"":""vector""}",subjective_expert_review,,Review Stroke & fill consistency only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-040-VEC,VECTOR-10,K3_Q1,VECTOR-10/garment-crest-r007/K3_Q1/K3_VECTOR_05,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,Clean separations; registration-safe.,"{""criterion"":""Screen-print readiness"",""minor"":""minor separation issues"",""major"":""unprintable as-is"",""output_kind"":""vector""}",subjective_expert_review,,Review Screen-print readiness only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-040-VEC,VECTOR-10,K3_Q1,VECTOR-10/garment-crest-r007/K3_Q1/K3_VECTOR_06,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,Type outlined; lines above min weight.,"{""criterion"":""Type & line safety"",""minor"":""one borderline element"",""major"":""hairlines / live type that drops out"",""output_kind"":""vector""}",subjective_expert_review,,Review Type & line safety only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-040-VEC,VECTOR-10,K3_Q1,VECTOR-10/garment-crest-r007/K3_Q1/K3_VECTOR_07,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,Valid vector; scales cleanly.,"{""criterion"":""Scalability & export"",""minor"":""minor export issue"",""major"":""rasterized or invalid file"",""output_kind"":""vector""}",subjective_expert_review,,Review Scalability & export only where present in this output; record a specific reason when not applicable.,not_assessed,
SB3-040-VEC,VECTOR-10,K4_Q1,VECTOR-10/garment-crest-r007/K4_Q1/creative_review,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,A clear creative idea shapes the treatment.,"{""commission"":""Apparel crest production artwork - Harvest Bench - Hoodie - Full chest"",""brand"":""Evergreen Provisions"",""brief"":""BRIEF.md""}",subjective_expert_review,,"For faithful restoration or reproduction, judge intentional treatment within the permissions, not novelty that would change the source.",not_assessed,
SB3-040-VEC,VECTOR-10,K4_Q2,VECTOR-10/garment-crest-r007/K4_Q2/creative_review,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,The creative direction addresses the commissioned purpose.,"{""commission"":""Apparel crest production artwork - Harvest Bench - Hoodie - Full chest"",""brand"":""Evergreen Provisions"",""brief"":""BRIEF.md""}",subjective_expert_review,,"For faithful restoration or reproduction, judge intentional treatment within the permissions, not novelty that would change the source.",not_assessed,
SB3-040-VEC,VECTOR-10,K4_Q3,VECTOR-10/garment-crest-r007/K4_Q3/creative_review,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,The treatment has a distinctive point of view.,"{""commission"":""Apparel crest production artwork - Harvest Bench - Hoodie - Full chest"",""brand"":""Evergreen Provisions"",""brief"":""BRIEF.md""}",subjective_expert_review,,"For faithful restoration or reproduction, judge intentional treatment within the permissions, not novelty that would change the source.",not_assessed,
SB3-040-VEC,VECTOR-10,K2_Q3,VECTOR-10/garment-crest-r007/K2_Q3/palette,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,Graphic colours follow the approved brand palette.,"{""brand"":""Evergreen Provisions"",""palette"":[{""name"":""Aubergine Deep"",""hex"":""#3B2B3A""},{""name"":""Cedar Bark"",""hex"":""#6B4A2E""},{""name"":""Sage Field"",""hex"":""#7C8A5F""},{""name"":""Bone Primer"",""hex"":""#E7E0D0""},{""name"":""Bench Black"",""hex"":""#1A1714""}],""exceptions"":""Photographic colours and explicit brief exceptions are not palette violations.""}",human_judgement,,,not_assessed,
SB3-040-VEC,VECTOR-10,K2_Q3,VECTOR-10/garment-crest-r007/K2_Q3/typography,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,Typography follows the supplied brand type guidance.,"""Display in a painted or brushed-character face that echoes the sign painter's hand, kept legible. Support and spec type in a plain workhorse sans so the plates and sheets read cleanly. Type never competes with the painted crest.""",human_judgement,,Applies when text is present. A style-only brand guide requires expert judgement; no exact font name is invented.,not_assessed,
SB3-040-VEC,VECTOR-10,K2_Q3,VECTOR-10/garment-crest-r007/K2_Q3/logo,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,Logo treatment follows the identity permissions in the brief.,"""The six crest panels were hand-painted by a local sign painter who has since moved to Montana and left no sketches or files. The only surviving artwork is a set of bench photographs of the finished panels, shot over two visits under mixed light. There is no vector art and no separation art, which is exactly why the screen printer cannot quote a run.""",human_judgement,,Applies when a logo is required or used. Recovery briefs permit reconstruction; do not impose a false locked-logo rule.,not_assessed,
SB3-040-VEC,VECTOR-10,K5_Q1,VECTOR-10/garment-crest-r007/K5_Q1/message,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,An unbriefed viewer identifies the commissioned message.,"{""commission"":""Apparel crest production artwork - Harvest Bench - Hoodie - Full chest"",""required_content"":[""The crest matches the authoritative painted reference."",""The brush character survives the reduction.""],""brief"":""BRIEF.md""}",human_judgement,requires_reviewer_message_anchor,,not_assessed,
SB3-040-VEC,VECTOR-10,K5_Q2,VECTOR-10/garment-crest-r007/K5_Q2/hierarchy,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,The viewer notices the intended focal element first.,"{""commission"":""Apparel crest production artwork - Harvest Bench - Hoodie - Full chest"",""required_content"":[""The crest matches the authoritative painted reference."",""The brush character survives the reduction.""],""brief"":""BRIEF.md""}",human_judgement,requires_reviewer_focal_anchor,,not_assessed,
SB3-040-VEC,VECTOR-10,K5_Q5,VECTOR-10/garment-crest-r007/K5_Q5/audience,Apparel crest production artwork - Harvest Bench - Hoodie - Full chest,garment-crest-r007.svg,The intended audience understands the message without extra explanation.,"""Craft-minded dispensary customers aged 25 to 45 who buy at the counter on the strength of the wall panels they already photograph. People who pay for the painted origin, not for a logo.""",human_judgement,,,not_assessed,
